movie_id,production_companies
4597,Screen Gems
4597,Stars Road Entertainment
4597,Farah Films & Management
4597,Buckaroo Entertainment
20606,Carnaby International
20606,Hanover Films
20606,Molinare Studios
24438,Columbia Pictures
24438,Castle Rock Entertainment
24438,Relativity Media
24438,Banter
19995,Ingenious Film Partners
19995,Twentieth Century Fox Film Corporation
19995,Dune Entertainment
19995,Lightstorm Entertainment
10197,The Weinstein Company
10197,Relativity Media
22897,Universal Pictures
22897,Scott Rudin Productions
22897,Waverly Films
22897,Dentsu
22897,Relativity Media
10528,Village Roadshow Pictures
10528,Silver Pictures
10528,Warner Bros.
10528,Internationale Filmproduktion Blackbird Dritte
10528,Wigram Productions
25196,Fox Searchlight Pictures
25196,Butcher's Run Films
25196,Informant Media
23398,Regency Enterprises
23398,Fox 2000 Pictures
23398,Bagdasarian Productions
26123,Universal Pictures
26123,Capital Arts Entertainment
25769,Paramount Vantage
25769,Likely Story
25769,Ivy Boy Productions
25769,This Is That Productions
23963,Ponty Up Pictures
23963,Shadow Shows
22327,Dimension Films
19901,Lionsgate
19901,Furst Films
19901,Pictures in Paradise
19901,Pacific Film and Television Commission
19901,Australian Film Finance Corporation (AFFC)
28178,Grand Army Entertainment
28178,Scion Films
28178,Inferno Distribution
28178,Stage 6 Films
28178,Hachiko
28178,Opperman Viner Chrystyn Entertainment
25195,Universal Pictures
25195,Spyglass Entertainment
25195,Octagon Films
25195,BenderSpink
25195,Birnbaum / Barber Productions
20504,Alcon Entertainment
20504,Silver Pictures
33613,Nordisk Film
33613,Sveriges Television (SVT)
33613,Yellow Bird Films
33613,ZDF Enterprises
33613,Film i Väst
21575,France 2 Cinéma
21575,BIM Distribuzione
21575,Centre National de la Cinématographie
21575,Why Not Productions
21575,Celluloid Dreams
21575,Canal+
21575,CinéCinéma
21575,Union Générale Cinématographique (UGC)
21575,Région Ile-de-France
21575,France 2 (FR2)
21575,Sofica Soficinéma 4
21575,Sofica UGC 1
21575,Page 114
21575,Chic Films
21575,Conseil Régional de Provence-Alpes Côte d'Azur
21575,Soficinéma 5
24271,Revelations Entertainment
24271,Dog Pond Productions
24271,Yan Film Group
24271,Paris Film
18476,Mandate Pictures
18476,Platinum Dunes
18476,Radar Pictures
31175,Corazón International
31175,Biograf Jan Svěrák
10800,Futurikon
25676,Emperor Motion Pictures
25205,BIM Distribuzione
25205,France 3 Cinéma
25205,Oï  Oï  Oï Productions
25205,Eurimages
25205,Wild Bunch
25205,Castel Film Romania
25205,Les Productions du Trésor
25205,Canal+
25205,CinéCinéma
25205,EuropaCorp
25205,Radio Télévision Belge Francophone (RTBF)
25205,France 3 (FR 3)
25205,Région Ile-de-France
25205,Belgacom TV
25205,Tax Shelter ING Invest de Tax Shelter Productions
25205,Panache Productions
25205,"Fonds d'Action de la Sacem, Le"
2395,Constantin Film
2395,TF1 Films Productions
2395,Pathé Renn Productions
2395,La Petite Reine
2395,Tri Pictures
2395,Sorolla Films
2395,Novo RPI
2395,Canal+
2395,uFilm
2395,Canal+ España
2395,Le Tax Shelter du Gouvernement Fédéral de Belgique
2395,Les Editions Albert René
13855,Bidangil Pictures
13855,Fine Cut
13855,Hanhwa Venture Capital
13855,Silk Road
13382,Rankin/Bass Productions
13382,Videocraft International
33511,Ecosse Films
33511,UK Film Council
33511,Film4
33511,Lipsync Productions
33511,Aver Media
33511,North West Vision
22164,Michael Mailer Films
22164,Remarkable Films
15255,Millennium Films
15255,Nu Image Bulgaria
22894,Bold Films
13477,Krasnoff Foster Productions
13477,Touchstone Pictures
13477,Film Production Consultants
12201,Icon Productions
12201,BBC Films
12201,GK Films
12201,Warner Bros.
26466,Dan Films
26466,UK Film Council
26466,Pictures in Paradise
26466,Pacific Film and Television Commission
26466,Icon Entertainment International
26466,Framestore
26466,Triangle Films
8952,EuropaCorp
12169,StudioCanal
12169,Canal+
12169,TPS Star
12169,Mandarin Films
12169,France 2 Cinéma
25983,Glass Eye Pix
25983,MPI Media Group
24469,BBC Films
24469,Kasander Film Company
24469,ContentFilm
24469,UK Film Council
32856,New Line Cinema
32856,Karz Entertainment
32856,Rice Films
7978,Universal Pictures
7978,Stuber Productions
7978,Relativity Media
11324,Paramount Pictures
11324,Appian Way
11324,Phoenix Pictures
11324,Sikelia Productions
24253,Nordisk Film
24253,Sveriges Television (SVT)
24253,Zweites Deutsches Fernsehen (ZDF)
24253,ZDF Enterprises
24253,Svenska Filminstitutet (SFI)
24253,Film i Väst
24253,Filmpool Stockholm Mälardalen
24253,Spiltan Underhållning
32657,Ingenious Film Partners
32657,1492 Pictures
32657,Dune Entertainment
32657,Fox 2000 Pictures
32657,Sunswept Entertainment
32657,Dune Entertainment III
32657,Big Screen Productions
32657,TCF Vancouver Productions
23742,Warner Bros.
11439,Studio Babelsberg
11439,Runteam Ltd.
11439,R.P. Productions
11439,France 2 Cinéma
26963,Gébéka Films
26963,Cartoon Saloon
23172,Robert Simonds Productions
23172,Relativity Media
23172,Spy Next Door
26428,Himenóptero
26428,Telecinco Cinema
26428,Mod Producciones
26428,Nimar Studios
26428,Canal+ España
26428,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
26428,Government of Malta
15357,Sofica Europacorp
15357,Canal+
15357,CinéCinéma
15357,EuropaCorp
15357,TF1 International
15357,CiBy 2000
29427,Penn Station Entertainment
29427,Participant Media
29427,Imagenation Abu Dhabi FZ
29427,Overture Films
22971,Screen Gems
23023,Dune Entertainment
23023,Dune Entertainment III
23023,Twentieth Century Fox
23023,Walden Media
23023,Mayhem Pictures
23023,Blumhouse
10664,Filmax
17473,Chloe Productions
17473,TPW Films
17473,Wiseau-Films
12155,Walt Disney Pictures
12155,Team Todd
12155,Tim Burton Productions
12155,Roth Films
12155,"Zanuck Company, The"
22972,Universal Pictures
22972,StudioCanal
22972,Dentsu
22972,Relativity Media
22972,Working Title Films
26389,Apipoulaï
26389,M6 Films
26389,Canal+
26389,TPS Star
26389,Grive Productions
26389,EuropaCorp
26389,M6
26389,W9
23488,Ealing Studios
23488,Fragile Films
27583,Scott Rudin Productions
27583,Twins Financing
26390,Nu Image Films
26390,Langley Productions
26390,Thunder Road Productions
26390,Fuqua Films
26390,Millennium Films
34016,DreamWorks SKG
34016,Mosaic
25941,HanWay Films
25941,UK Film Council
25941,Marv Films
23169,Summit Entertainment
44363,ArieScope Pictures
44363,A Bigger Boat
29426,Devonshire Productions
29426,Artfire Films
29426,New Romero
29426,Sudden Storm Productions
29426,Blank of the Dead Productions
27573,Columbia Pictures
27573,Original Film
27573,Relativity Media
27573,Madhouse Entertainment
12834,Nu Image Films
12834,Grand Army Entertainment
12834,Class 5 Films
12834,Millennium Films
12834,Langley Films
12834,Leaves Productions
31867,Universal Pictures
31867,Stuber Productions
31867,Dentsu
31867,Relativity Media
28355,Paramount Vantage
28355,Anonymous Content
28355,Misher Films
28355,Case 39 Productions
23048,United Artists
23048,Metro-Goldwyn-Mayer (MGM)
23048,New Crime Productions
28211,StudioCanal
28211,"Montecito Picture Company, The"
28211,Outpost Studios
30018,Barunson Film Division
10191,DreamWorks Animation
10191,Vertigo Entertainment
10191,Mad Hatter Entertainment
28510,Foresight Unlimited
28510,Baumgarten Management and Productions (BMP)
28510,Signature Entertainment
28510,Unisol 3 Distribution
27936,France 2 Cinéma
27936,France 3 Cinéma
27936,Epithète Films
27936,France 3 (FR 3)
27936,Région Ile-de-France
27936,France 2 (FR2)
27936,Orange Cinéma Séries
27936,Tapioca Films
27936,Warner Bros. Entertainment France
18823,The Zanuck Company
18823,Legendary Pictures
18823,Thunder Road Pictures
18823,Warner Bros.
18823,Moving Picture Company (MPC)
34769,Alliance Films
34769,Darius Films
34769,Insight Film Releasing
23483,Lionsgate
23483,Marv Films
35056,Twentieth Century Fox Film Corporation
35056,Dune Entertainment
35056,21 Laps Entertainment
13417,Walt Disney Pictures
13417,Toon City
36419,Plum Pictures
36419,Harbor Light Entertainment
36419,Lleju Productions
27586,River Road Entertainment
27586,Road Rebel
27586,Linson Entertainment
34803,Parabolic Pictures
34803,Screen Gems
37861,BBC Films
37861,Nimbus Film Productions
37861,La Belle Allee Productions
37861,NWR Film Productions
37861,One Eye Production
37861,Savalas Audio Post-Production
33217,Dune Entertainment
33217,Color Force
33217,Dayday Films
38810,Greek Film Center
38810,Boo Productions
38810,Horsefly Productions
34813,DC Comics
34813,Weed Road Pictures
34813,Dark Castle Entertainment
34813,Warner Bros.
34813,DC Entertainment
35690,Touchstone Pictures
39053,Scott Free Productions
37169,Six Entertainment
32985,Davis-Films
32985,Czech Anglo Productions
32985,Wandering Star Pictures
10138,Marvel Studios
38579,Twentieth Century Fox Film Corporation
37931,Relativity Media
34069,Telepool
34069,Atlantis Pictures
34069,Schweizerische Radio- und Fernsehgesellschaft (SRG)
34069,Ascot Elite Entertainment Group
34069,Egli Film
34069,Teleclub AG
34069,Centauri Media
23437,New Line Cinema
23437,Platinum Dunes
37495,Film4
37495,Drafthouse Films
37495,Warp Films
37495,Wild Bunch Distribution
35169,Summit Entertainment
35169,Robert Simonds Productions
35169,Participant Media
35169,Imagenation Abu Dhabi FZ
35169,Furry Vengeance Productions
36950,Bee Holder Productions
36950,Royal Oak Films
36950,HBO Films
36950,Cine Mosaic
38542,Isle of Man Film
38542,CinemaNX
20662,Imagine Entertainment
20662,Universal Pictures
20662,Scott Free Productions
20662,Relativity Media
46705,Hunting Lane Films
46705,Silverwood Films
46705,Incentive Filmed Entertainment
46705,Chrysler Corporation
46705,Shade Pictures
46705,Motel Movies
46705,Cottage Industries
37821,Katalyst Films
37821,Lionsgate
37821,Aversano Films
26388,Studio 37
26388,Versus Entertainment
26388,The Safran Company
26388,Dark Trick Films
9543,Walt Disney Pictures
9543,Jerry Bruckheimer Films
25846,Medusa Film
37786,New Line Cinema
37786,Village Roadshow Pictures
37786,Home Box Office (HBO)
37786,HBO Films
32823,Universal Pictures
32823,Spyglass Entertainment
32823,Relativity Media
32823,Apatow Productions
38199,Sidney Kimmel Entertainment
38199,Senator Entertainment Co
38199,ChubbCo Film
38199,Lleju Productions
38199,Kimmel International
34806,Escape Artists
34806,CBS Films
37707,Gaumont
37707,Dark Castle Entertainment
37707,Senator Entertainment Co
37707,Copperheart Entertainment
37056,Summit Entertainment
37056,Applehead Pictures
34480,Celador Films
29917,Hazeldine Films
29917,Bedlam Productions
20533,Warner Bros.
34544,Ingenious Film Partners
34544,Twentieth Century Fox Film Corporation
34544,Dune Entertainment
34544,Scott Free Productions
34544,Top Cow Productions
34544,Stephen J. Cannell Productions
34544,Big Screen Productions
34544,Phoenix Film Partners
10193,Walt Disney Pictures
10193,Pixar Animation Studios
39013,Anonymous Content
39013,Winter's Bone Productions
10192,DreamWorks Animation
38780,Boll Kino Beteiligungs GmbH & Co. KG
38780,Brightlight Pictures
38780,Pitchblack Pictures Inc.
38780,Event Film Distribution
38780,Amok Productions
37414,Revolution Films
37414,Indion Entertainment Group
13989,Imagine Television
13989,Teakwood Lane Productions
13989,Real Time Productions
24021,Summit Entertainment
24021,Maverick Films
24021,Imprint Entertainment
24021,Sunswept Entertainment
24021,Temple Hill Entertainment
34647,BIM Distribuzione
34647,Wild Bunch
10196,Paramount Pictures
10196,Nickelodeon Movies
10196,"Kennedy/Marshall Company, The"
10196,Industrial Light & Magic (ILM)
10196,Blinding Edge Pictures
34851,Twentieth Century Fox Film Corporation
34851,Davis Entertainment
34851,Dune Entertainment III
34851,Troublemaker Studios
20352,Universal Pictures
20352,Illumination Entertainment
27205,Legendary Pictures
27205,Warner Bros.
27205,Syncopy
38365,Columbia Pictures
38365,Happy Madison Productions
38365,Relativity Media
27022,Walt Disney Pictures
27022,Jerry Bruckheimer Films
27022,Saturn Films
27022,Broken Road Productions
27022,Junction Entertainment
37834,Tree Line Films
37834,Twentieth Century Fox Film Corporation
37834,Dune Entertainment
37834,Regency Enterprises
37834,Pink Machine
38575,Columbia Pictures
38575,Jerry Weintraub Productions
38575,China Film Group
38575,Overbrook Entertainment
39781,Mandalay Vision
39781,10th Hole Productions
39781,Focus Features
39781,Gilbert Films
39781,Saint Aire Production
39781,Artist International
39781,Antidote Films (I)
39781,Artist International Management
73861,Contra Film
40662,DC Comics
40662,Warner Bros. Animation
27576,Columbia Pictures
27576,Di Bonaventura Pictures
27576,Relativity Media
27576,Wintergreen Productions
31011,Pan Européenne Production
31011,Virtual Films
38778,Paramount Pictures
38778,DreamWorks SKG
38778,Spyglass Entertainment
38778,Everyman Pictures
38778,Reliance BIG Entertainment
38778,Parkes/MacDonald Productions
35019,Universal Pictures
35019,Three Strange Angels
35019,Studio Canal
35019,Relativity Media
35019,Working Title Films
31203,Fidélité Productions
31203,Wild Bunch
31203,M6 Films
31203,SCOPE Invest
31203,Scope Pictures
31203,M6
31203,Orange Cinéma Séries
31203,Région Wallone
31203,Mandarin Films
31203,IMAV Editions
37472,Mandarin Films Distribution Co.
38843,Dune Entertainment
38843,DiNovi Pictures
37950,Universal Pictures
37950,Marc Platt Productions
37950,Relativity Media
24122,"Film Department, The"
24122,A&F Productions
24122,Dillywood
24122,Neon Productions
24122,Process Media
27581,Columbia Pictures
27581,Gary Sanchez Productions
27578,Millennium Films
22538,Universal Pictures
22538,Marc Platt Productions
44629,Porchlight Films
23759,Pathé Pictures International
23759,UK Film Council
23759,Celador Films
23759,Canal+
23759,Warner Bros.
23759,CinéCinéma
26280,Mililifilms
26280,Novem
26280,Indie Dandy Productions
43549,Tax Credit Finance
43549,Stage 6 Films
43549,Inferno Entertainment
43549,Cinedigm
43549,Magnet Media Productions
43549,Magnet Media Group
43549,Adelstein-Parouse Productions
43549,Mercator Pictures
43549,Natural Selection
43549,Westeast Films
43593,The Weinstein Company
43593,Atmosphere Entertainment MM
43593,Chako Film Company
43593,Dimension Films
43593,Intellectual Properties Worldwide
43593,Aja / Levasseur Productions
35552,TF1 Films Productions
35552,Apipoulaï
35552,EuropaCorp
44718,K5 International
44718,Zanuck Independent
44718,David Gundlach Productions
41479,Echo Lake Productions
41479,Premiere Picture
42194,Namco
42194,Light Song Films
38358,Strike Entertainment
38358,StudioCanal
38358,Arcade Pictures
27579,This Is That Productions
27579,Focus Features
27579,Twins Financing
27579,Smokehouse Pictures
27579,Greenlit Rights
37905,Le Pacte
37905,Capture The Flag Films
41210,Mandate Pictures
41210,Bona Fide Productions
41210,Echo Films
23631,Dune Entertainment
23631,Dune Entertainment III
23631,Troublemaker Studios
23631,Overnight Films
41233,Summit Entertainment
41233,Touchstone Pictures
38073,New Line Cinema
38073,Offspring Entertainment
40264,Regency Enterprises
40264,Road Rebel
35791,Impact Pictures
35791,Davis-Films
35791,Constantin Film Produktion
37645,TF1 Films Production
37645,EuropaCorp
37799,Columbia Pictures
37799,Scott Rudin Productions
37799,Relativity Media
45162,DC Comics
45162,Warner Premiere
23168,Legendary Pictures
23168,GK Films
23168,Thunder Road Pictures
23168,Warner Bros.
37735,Screen Gems
37735,Olive Bridge Entertainment
38167,Columbia Pictures
38167,Red Om Films
38167,Plan B Entertainment
43939,They Are Going To Kill Us Productions
43949,Reiner / Greisman Productions
33909,Twentieth Century Fox Film Corporation
33909,Dune Entertainment
33909,Dune Entertainment III
33909,Edward R. Pressman Film
41216,Village Roadshow Pictures
41216,Warner Bros.
41216,Animal Logic
41216,Cruel and Unusual Films
39691,Village Roadshow Pictures
43923,Focus Features
38961,BBC Films
38961,Ruby Films
38961,UK Film Council
38961,Notting Hill Films
38961,WestEnd Films
41402,Hammer Film Productions
41402,EFTI
41402,Exclusive Media Group
41402,Overture Films
39486,Walt Disney Pictures
39486,Fast Track Productions
39486,Mayhem Pictures
44040,Universal Pictures
44040,Media Rights Capital
44040,Night Chronicles
44040,Relativity Media
38303,Oops Doughnuts Productions
38303,Touchstone Pictures
38303,Frontier Pictures
38408,Josephson Entertainment
38408,Gold Circle Films
38031,Antena 3 Films
44113,Stone Productions
44113,Mimran Schur Pictures
43933,Vertigo Entertainment
45094,Oceana Media Finance
45094,Pantheon Entertainment Corporation
45094,Innocence Productions
45094,Prescience
45094,Omega Entertainment
45094,Longfellow Pictures
42188,Fox Searchlight Pictures
42188,DNA Films
42188,Film4
41201,Sony Pictures Classics
41201,Django Film
41201,Pathé Films
41201,Canal+
41201,CinéCinéma
46837,Wild Bunch
46837,Desperate Pictures
46837,Super Crispy Entertainment
45649,Canal+
45649,Backup Films
45649,Arte France
45649,Arte France Cinéma
45649,Elle Driver
45649,1.85 Films
45649,Realitism Films
45649,Sindika Dokolo
41505,NALA Films
41505,IM Global
41505,Maraci/Edelstein Films
41505,Shelter Productions
45650,Bold Films
45650,BenderSpink
42941,Ghost House Pictures
39514,DC Comics
39514,Di Bonaventura Pictures
39514,Summit Entertainment
39514,DC Entertainment
44716,Zentropa Entertainments
43931,Relativity Media
43931,Rogue
41211,Quad Productions
41211,Chaocorp
41211,Focus Features
41211,Orange Cinéma Séries
41211,Banque Populaire Images 10
41211,Script Associés
41211,A Plus Image
41436,Paramount Pictures
41436,Blumhouse Productions
41436,Solana Films
51241,Téléfilm Canada
51241,Canadian Film or Video Production Tax Credit (CPTC)
51241,Quebec Film and Television Tax Credit
51241,SODEC
51241,Mifilifilms
51241,Radio Canada Télévision
44603,Amblin Entertainment
44603,Malpaso Productions
44603,Warner Bros.
44603,"Kennedy/Marshall Company, The"
41215,Ecosse Films
41215,Egoli Tossell Film AG
41215,HanWay Films
41215,The Post Republic
41215,Zephyr Films
38234,Nu Image Films
38234,Undisputed 3 Productions
41439,Lionsgate
41439,Twisted Pictures
41439,Serendipity Productions
41733,Legendary Pictures
41733,Green Hat Films
41733,Warner Bros.
44115,Fox Searchlight Pictures
44115,Warner Bros.
44115,Cloud Eight Films
44115,Pathé
44115,Film4
44115,Everest Entertainment
44115,HandMade Films
38055,DreamWorks Animation
44214,Fox Searchlight Pictures
44214,Dune Entertainment
44214,Protozoa Pictures
44214,Cross Creek Pictures
49953,Motion Investment Group
49953,nWave Pictures
49953,Illuminata Pictures
38363,River Road Entertainment
38363,Participant Media
44048,Twentieth Century Fox Film Corporation
44048,Scott Free Productions
44048,Firm Films
44048,Prospect Park
44048,Millbrook Farm Productions
38357,Bad Robot
38357,Goldcrest Pictures
43539,Lionsgate
43539,Fidélité Films
43539,Hwy61
39210,American Zoetrope
39210,Focus Features
39210,Pathé!
39210,Tohokushinsha
44147,Matador Pictures
44147,Isle of Man Film
44147,Magic Light Pictures
44147,CinemaNX
44147,Cinema Four
44147,Regent Capital
44147,Entertainment Film Distributors
45958,Ikiru Films
45958,Mod Producciones
45958,Televisión Española (TVE)
45958,Menageatroz
45958,Televisió de Catalunya (TV3)
45958,Focus Features
12444,Warner Bros.
12444,Heyday Films
45269,The Weinstein Company
45269,UK Film Council
45269,Bedlam Productions
45269,See-Saw Films
45269,Aegis Film Fund
45269,FilmNation Entertainment
45269,Momentum Pictures
45269,Molinare Investment
38757,Walt Disney Pictures
38757,Walt Disney Animation Studios
45317,Paramount Pictures
49787,Lightning Entertainment
49787,Screen Australia
49787,Screen NSW
49787,ProdigyMovies
49787,Mysterious Light
46420,Omnilab Media
46420,Ambience Entertainment
46420,Screen Australia
46420,Film Victoria
48838,GK Films
48838,Henceforth
48838,Projection Pictures
48838,London Boulevard
42684,Rogue Pictures
42684,Relativity Media
42684,Hydraulx
42684,Rat Entertainment
42684,Transmission Pictures
38117,CBS Films
38117,Mel's Cite du Cinema
38117,Storefront Films
43347,Bedford Falls Productions
43347,Dune Entertainment
43347,Regency Enterprises
43347,Fox 2000 Pictures
43347,Stuber Productions
43347,New Regency Pictures
10140,Dune Entertainment
10140,Fox 2000 Pictures
10140,Walden Media
37710,Columbia Pictures
37710,Spyglass Entertainment
37710,Peninsula Films
37710,StudioCanal
37710,Sony Pictures Releasing
37710,GK Films
37710,Sony Pictures Worldwide Acquisitions (SPWA)
37710,Italian Tax Credit
37710,Birnbaum/Barber
37710,Cineroma SRL
37710,French Tax Credit
48946,Ruby Films
48395,Filmpool Nord
48395,Oscilloscope Laboratories
48395,Yleisradio (YLE)
48395,Cinet
48395,Kinology
48395,Pomor Film
48395,Agnès b. Productions
48395,Davaj Film
48395,FilmCamp
44982,Tax Credit Finance
44982,Oceana Media Finance
44982,Anchor Bay Films
44982,Barbarian Films
44982,Overnight Films
44982,Cinedigm
44982,Magnet Media Productions
44982,Magnet Media Group
44982,Red Dragon Productions
44982,Morabito Picture Company
44982,Number 13
46503,The Weinstein Company
43930,Omnilab Media
43930,Ambience Entertainment
44264,Paramount Pictures
44264,Scott Rudin Productions
44264,Mike Zoss Productions
44264,Skydance Productions
20526,Walt Disney Pictures
20526,LivePlanet
20526,Prana Studios
20526,Sean Bailey Productions
20526,Revolution Sun Studios
20526,Kontsept Film Company
42888,Columbia Pictures
42888,Gracie Films
42888,Road Rebel
46829,Serendipity Point Films
44129,Spring Creek Productions
44129,Battle Mountain Films
49797,Softbank Ventures
49797,Showbox/Mediaplex
49797,Peppermint & Company
49797,Siz Entertainment
41283,Castle Rock Entertainment
41283,TriStar Pictures
41283,State Street Pictures
41283,CBS Films
27585,Olympus Pictures
39451,Paramount Pictures
39451,Universal Pictures
39451,Everyman Pictures
39451,Relativity Media
39451,Dreamworks Pictures
39451,Tribeca Productions
38745,Twentieth Century Fox Film Corporation
38745,Dune Entertainment
38745,Davis Entertainment
38745,Dune Entertainment III
33107,StudioCanal
33107,Abandon Pictures
33107,Sandbar Pictures
33107,Anchor Bay Entertainment
33107,Redrum Films
33107,Utópica Cine
42297,Bedford Falls Productions
51739,Studio Ghibli
51739,Buena Vista Home Entertainment
51739,Hakuhodo DY Media Partners
51739,Mitsubishi Shoji
51739,Nippon Television Network (NTV)
51739,Walt Disney Company
46838,Eden Rock Media
41515,De Line Pictures
41515,Warner Bros. Animation
41515,Sunswept Entertainment
41515,Rhythm and Hues
41515,Picnic Basket
23830,Gaumont
23830,Nick Wechsler Productions
23830,Star Entertainment
40805,Original Film
40805,Sony Pictures Entertainment
40805,Reliance BIG Entertainment
49009,Polish Film Institute
49009,Imagenation Abu Dhabi FZ
49009,Exclusive Films
49009,Monolith Films
49009,On the Road
49009,Point Blank Productions
49009,National Geographic Films
49009,Kontsept Film Company
46528,Boram Entertainment Inc.
23047,Atlas Entertainment
23047,Relativity Media
49849,Imagine Entertainment
49849,DreamWorks SKG
49849,Universal Pictures
49849,platinum studios
49849,Reliance Entertainment
49849,Relativity Media
49849,K/O Paper Products
49849,Fairview Entertainment
49849,K/O Camera Toys
35052,Element Pictures
35052,Antena 3 Films
35052,Future Films
44564,Imagine Entertainment
44564,Universal Pictures
44564,Spyglass Entertainment
44564,Wild West Picture Show Productions
63578,Revolution Films
63578,British Broadcasting Corporation (BBC)
51876,Rogue Pictures
51876,Relativity Media
51876,Virgin Produced
51876,Many Rivers Productions
51876,Boy of the Year
51876,Intermedia
22843,Studio Khara
43947,Anchor Bay Films
43947,Cinetel Films
43947,Family of the Year Productions
31007,Destination Films
31007,Scott Free Productions
31007,Film Rites
31007,Samuel Goldwyn Films
31007,Argonaut Pictures
12536,20th Century Fox Television
41630,Katalyst Films
41630,The Montecito Picture Company
41630,Handsomecharlie Films
50348,Lakeshore Entertainment
50348,Sidney Kimmel Entertainment
50348,Lionsgate
48171,New Line Cinema
48171,Contrafilm
48171,Mid Atlantic Films
48171,Hungarian National Film Office
48171,Lazio Film Commission
48171,Rome Film Commission
48171,Italian Tax Credit
43920,Angoa-Agicoa
43920,Téléfilm Canada
43920,Mars Films
43920,Partizan
43920,Canal+
43920,Grana Productions
43920,Centre National de la Cinématographie (CNC)
56590,DC Comics
56590,Warner Bros. Animation
48138,Studio Babelsberg
48138,StudioCanal
48138,Dark Castle Entertainment
48138,TF1 Films Production
48138,Canal+
48138,Panda Productions Inc.
48138,Horticus UK
48340,Universal Pictures
48340,Wayfare Entertainment
48340,Sanctum Australia
48340,Relativity Media
48340,Great Wight Productions/ Osford Films
48340,Start Motion Pictures
52067,Ad Hominem Enterprises
46441,Fox 2000 Pictures
46441,Upload Films
45772,Starz Animation
45772,Touchstone Pictures
50204,Ealing Studios
50204,Fragile Films
50204,Quickfire Films
50204,Prescience
50204,Aegis Film Fund
18438,Cinema Service
43552,Plum Pictures
43552,Herrick Entertainment
43552,Mandalay Vision
43552,Circle of Confusion
43552,Forest Park Pictures
39513,Universal Pictures
39513,Big Talk Productions
39513,Relativity Media
39513,Working Title Films
47327,Summit Entertainment
47327,Saturn Films
47327,Nu Image Films
47327,Millennium Films
47327,Michael De Luca Productions
44896,Paramount Pictures
44896,Nickelodeon Movies
44896,GK Films
44896,Blind Wink
44896,Paramount Animation
50725,Imagine Entertainment
50725,Rogue Pictures
50725,Relativity Media
50725,Internationale Filmproduktion Blackbird Dritte
54186,DesperaDo
38050,Universal Pictures
38050,Media Rights Capital
38050,Gambit Pictures
38050,Electric Shepherd Productions
27582,CBS Films
27582,Millennium Films
27582,Chartoff-Winkler Productions
27582,Scared Productions
27582,Nu Image Entertainment GmbH
48988,New Line Cinema
48988,Conundrum Entertainment
49494,Toledo Productions
49494,Film4
49494,Focus Features
49494,Prime Focus
49494,Twins Financing
46529,DreamWorks SKG
46529,Reliance BIG Entertainment
46529,Bay Films
46529,Touchstone Pictures
44943,Columbia Pictures
44943,Original Film
44943,Relativity Media
28874,Madhouse
28874,Warner Bros. Japan
56831,The Javelina Film Company
56831,HBO Films
50321,Walt Disney Animation Studios
47931,Zazen Produções
47931,Globo filmes
47931,Riofilme
47931,Feijão Filmes
15362,La Petite Reine
15362,Remstar Productions
50546,Columbia Pictures
50546,Happy Madison Productions
51447,FOZ
51447,Wild Bunch
51447,Mars Distribution
51447,Mandarin Films Distribution Co.
51447,Canal+
51447,France Télévision
51447,Scope Pictures
51447,France 2 Cinéma
49730,Appian Way
49730,Warner Bros.
49730,Random Films
38322,Twentieth Century Fox Film Corporation
38322,Regency Enterprises
38322,New Regency Pictures
38322,The Collective Studios
38322,Runteldat Entertainment
38322,Friendly Films (II)
38322,Friendly Films Productions
45132,This Is That Productions
45132,Ambush Entertainment
45132,Crimson Bolt
46146,Filmkameratene A/S
46146,Film Fund FUZZ
46146,SF Norge A/S
45612,The Mark Gordon Company
45612,Vendome Pictures
38684,BBC Films
38684,Ruby Films
23629,Legendary Pictures
23629,Warner Bros.
23629,Lennox House Films
23629,Cruel and Unusual Films
58232,UK Film Council
58232,Prescience
58232,Aegis Film Fund
58232,Kaleidoscope Films
37534,Gold Circle Films
37534,New Daughter Productions
16140,Warner Bros.
49018,Alliance Films
49018,IM Global
49018,Stage 6 Films
49018,Haunted Movies
49010,Rhombus Media
49010,Yer Dead Productions
49010,Telefilm Canada
49010,Whizbang Films
55725,Fox Searchlight Pictures
55725,Next Wednesday Productions
55725,Groundswell Productions
55725,Everest Entertainment
48650,Televisión Española (TVE)
48650,Morena Films
48650,Alicia Produce
48650,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
48650,Intervenciones Novo Film 2006 Aie
60307,Fox 2000 Pictures
60307,Color Force
53172,Company Films
53172,Moving Pictures Film and Television
50359,Universal Pictures
50359,Illumination Entertainment
58857,Toho Company
58857,Sedic International
50456,Focus Features
50456,Neunte Babelsberg Film
50456,Holleran Company
50456,Sechzehnte Babelsberg Film
49012,Warner Bros.
41446,Dimension Films
46195,Blue Sky Studios
46195,Twentieth Century Fox Animation
62215,Zentropa Entertainments
62215,Det Danske Filminstitut
62215,Danmarks Radio (DR)
62215,Memfis Film
62215,Eurimages
62215,Sveriges Television (SVT)
62215,Canal+
62215,CinéCinéma
62215,Slot Machine
62215,Zentropa International Sweden
62215,Zentropa International Köln
62215,Liberator Productions
62215,Swedish Film Institute
62215,Centre National du Cinéma et de L'image Animée (CNC)
62215,Film i Väst
62215,Filmstiftung Nordrhein-Westfalen
